title,content,link
c++ overflow 질문,"#include<stdio.h>#include<time.h>#include<stdlib.h>#define NoOfData 1000000intmain(){srand((unsigned)time(NULL));doubledoubleData[NoOfData];for(intii=0;ii<NoOfData;ii++){doubleData[ii]=(double)rand()/1000.0;doubleSum3=0;doubleSum6=0;for(intmm=0;mm<NoOfData;mm++){if(mm%3==0){Sum3+=doubleData[mm];}if(mm%6==0){Sum6+=doubleData[mm];}}printf(""\n\n 100만개의 난수에서 (3의 배수번째 총 수 - 6의 배수번째 총 수)/1000 = %f \n"",Sum3-Sum6);inttemp;scanf_s(""%d"",&temp);return0;}}0xC0000005: 0x008B0000 위치를 읽는 동안 액세스 위반이 발생했습니다. 이렇게 오류가 뜨는데혹시 해답 좀 알려주실수있습니까?..",http://okky.kr/article/823431
싱글톤에서..getinstance()->  이 표기 생략 할 수 없을까요,싱글톤에서..EX) CLASS::getinstance()->함수_파라미터? 이 밑 줄친 표기를 생략 할 수 없을까요,http://okky.kr/article/823292
c++ for문 모르겠어요,"1)int i;cout << ""\n a. \n"";for(i = 2; i < 10; i += 3);cout << ""\t"" << i << endl;2)int i;cout << ""\n b. \n"";for(i = 12; i <=2; i -= 3);cout << ""\t"" i << endl;에서 왜 1번 i가 11이고 2번이 12인가요,,?",http://okky.kr/article/823285
c언어 텍스트 파일 입출력 관련해서 질문드려요,"text1 파일에 text2.txt의 주소가 적혀있을 때 text1을 이용해서 text2의 내용을 불러오는 방법을 알려주세요 구글링을 열심히 해봤는데 안나오네요....제가 했던 방법은?fs2 = fopen(fscanf(fs1, ""%s""), ""r+"");fs2가 text2이고 fs1이 text1이었습니다. 이게 안되는 이유도 같이 알려주시면 정말 감사드리겠습니다.",http://okky.kr/article/822125
메모리 할당과 해제에 대한 궁금증,"C++, C#이나 Java 등으로 개발된 프로그램을 서버에 배포하고 프로세스를 올려서비스를 실행하고 운영한다고 가정했을 때,1. 해당 서버(OS)에서 해당 프로세스에 대해 메모리 할당을 어떤 기준으로 얼마나 해줄까요?2. 가비지 컬렉터가 메모리를 해제했을 때 실제로 서버(OS)에서 해당 프로세스에 메모리를 해제하거나 감소 시키나요?만약 그렇다면, 바로 변화되는지도 궁금합니다.메모리 누수의 원인을 찾아보려고 하는데 기초적인 질문일지 모르지만 너무 궁금한 부분이라 질문해 봅니다.",http://okky.kr/article/821424
값 저장에 관한 질문,"#include<iostream>#define MIN(a, b) (((a) < (b)) ? (a) : (b))doublegetMinAvg(){doubleMinavg=100;for(inti=0;i<=N;i++){doublesum=0.0;for(intj=i;j<i+L-1;j++){sum+=board[j];}cache=100.0;for(intj=i+L-1;j<N;j++){sum+=board[j];doublepartialavg=sum/(j-i+1);cache=MIN(cache,partialavg);}Minavg=cache}returnMinavg;}위코드에서 Minavg에는 cache에 저장된 partialavg 값이 저장 되지 않고 100이 돌아오는 이유가 무엇인가요?",http://okky.kr/article/820880
Quad-Node 를 이용하여 스킵리스트 구현,"안녕하세요, 제가 과제를 하고 있는데??QuadNode를 이용하여 스킵리스트를 구현해야 해요.QuadNode 클래스는 previous, next, above, below 네가지 노드의 포인터를 갖고 있어야 하고, Entry의 포인터를 가지고 있어야해요.Entry는 전에 적어 두었던 코드입니다.#include<iostream>#include<string>//headers for the random function#include<cstdlib>#include<ctime>usingnamespacestd;classEntry{public:Entry();//constructorvirtual~Entry();//destructorvoidrandom();//gives random key from 0~99 inclusive, random 3-character stringintgetKey();//returns keystringgetData();//returns datastringtoString();//converts key and data given from random() to stringprivate:intkey;string data;};//function definitionsEntry::Entry(){random();}voidEntry::random(){data="""";//initialize data(empty string)intrandKey;randKey=rand()%100;//random key selected from 0~99key=randKey;string randData="""";//random 3-character string to be returnedfor(inti=0;i<3;i++){//randomly selecting 3 charactersrandData=rand()%26+'a';data=data+randData;}}intEntry::getKey(){returnkey;}string Entry::getData(){returndata;}string Entry::toString(){return""(""+to_string(key)+"", ""+data+"")"";}Entry::~Entry(){}스킵리스트의 개념은 어느정도 이해하겠는데, 구현법을 도저히 모르겠어서 질문 남겨요.QuadNode 클래스는 이렇게 적는 게 맞나요..?#include<string>#include""Entry.h""usingnamespacestd;structQuadNode{//storing 4 pointersQuadNode*prev;QuadNode*next;QuadNode*below;QuadNode*above;Entry*ent;//storing pointer to entry};C/C++ 언어를 전혀 이해 못하고 있는 것 같아서 요즘 고민이 많아요..이 길이 맞는 건지도 모르겠고ㅠㅠ 원래 C/C++는 어려운 언어가 맞는 건가요?지금이라도 다른 과로 옮기는 게 나을지 모르겠어요ㅠㅠㅠ",http://okky.kr/article/820794
C++코드 질문,"3차원 도형을 칠하는 데 필요한 페인트의 양을 계산하는 프로그램을 작성해보자!위 문제를 아래와 같이 작성하였는데 원하는 실행결과가 안나옵니다.함수를 더 추가하지 않고,? getSurfaceArea()함수만을 이용하여 다음과 같은 결과물을 나오게 하려면 어떻게 해야하나요?#include<iostream>#include<string>usingnamespacestd;doublePI=3.14;classShape{private:string name;public:Shape(string name){cout<<name<<endl;}virtualdoublegetSurfaceArea()=0;};classSphere:publicShape{private:doubleradius;public:Sphere(doubler,string n):Shape(n),radius(r){}doublegetSurfaceArea(){return4*radius*radius*PI;}};classCube:publicShape{private:doublewidth;doubleheight;doubledeep;public:Cube(doublew,doubled,doubleh,string n):Shape(n),width(w),deep(d),height(h){}doublegetSurfaceArea(){return2*(width*height+height*deep+width*deep);}};classCylinder:publicShape{private:doubleradius;doubleheight;public:Cylinder(doubler,doubleh,string n):Shape(n),radius(r),height(h){}doublegetSurfaceArea(){returnradius*radius*PI*2+2*PI*radius*height;}};intmain(){Shape*fgr[3]={newSphere(3,""Shpere""),newCube(4,5,6,""Cube""),newCylinder(7,3,""Cylinder"")};for(inti=0;i<3;i++){cout<<fgr[i]->getSurfaceArea()<<endl;}return0;}",http://okky.kr/article/820561
Rust 시작하기,"OKdevTVRusthttps://www.rust-lang.org/installhttps://www.rust-lang.org/tools/installWindows C++ build toolshttps://visualstudio.microsoft.com/visual-cpp-build-tools/Basicrustc --versionmain.rsfn main() {
    println!(""Hello, world!"");
}Build & Runrustc main.rs./mainrefhttps://www.rust-lang.org/learn",http://okky.kr/article/818975
c++ 질문,"#include<stdio.h>#include<stdlib.h>#include<time.h>#include<malloc.h>intmain(){srand((unsigned)time(NULL));intNoOfNum;inta,b=0;intMaxOrder[20],MinOrder[20]={};while(1){NoOfNum=rand();if(NoOfNum>=20&&NoOfNum<=30)break;}printf("" 숫자의 갯수는 %3d 입니다\n\n"",NoOfNum);int*Num=(int*)malloc(NoOfNum*sizeof(int));for(intkk=0;kk<NoOfNum;kk++){while(1){*(Num+kk)=rand();if(*(Num+kk)>=10&&*(Num+kk)<=99){break;}}}printf("" 번호	   원숫자	   내림차순	   올림차순\n"");printf(""------	  --------	  --------	  --------\n"");for(inti=0;i<20;i++){Num[i]=(rand()%90)+10;MaxOrder[i]=Num[i];}for(inti=0;i<NoOfNum;i++){for(intj=i;j<NoOfNum;j++){if(MaxOrder[i]<MaxOrder[j]){a=MaxOrder[i];MaxOrder[i]=MaxOrder[j];MaxOrder[j]=a;}if(MinOrder[i]>MinOrder[j]){b=MinOrder[i];MinOrder[i]=MinOrder[j];MinOrder[j]=b;}}printf(""%d		%d		%d		%d\n"",i+1,Num[i],MaxOrder[i],MinOrder[i]);}inttemp;scanf_s(""%d"",&temp);return0;}이런식으로 코드를 짜놓았는데 Run-Time Check Failure #2 - Stack around the variable 'MinOrder' was corrupted.오류가 뜹니다.. 오류 수정이후 오르차순 내림차순을 하려면 어떻게 코드를 만들어야하나요?...제 생각으로는 그래도 잘 짜놓은거같아서 문의 드립니다..",http://okky.kr/article/818871
왕초보 c++ 과제좀 도와주세요 ㅠㅠ.. 도저히 모르겠습니다...ㅠㅠ,"typedefstruct_C2D{doublex,y;}C2D;classPolygon{intpoint;C2D arr[];public:Polygon(intpoint_,C2D arr_[]){point=point_;for(inti=0;i<point_;i++){arr[i]=arr_[i];}}Polygon(constPolygon&cDef):point{cDef.point}{memcpy(&arr,&cDef.arr,sizeof(C2D)*point);}voidgetInfo(){if(!point){cout<<""다각형 정보가 없습니다.""<<endl;}else{for(inti=0;i<point;i++){cout<<""<""<<arr[i].x<<"",""<<arr[i].y<<"">""<<"" "";}cout<<endl;}}};위 같은 생성자가 있는데, 복사 생성자로 만들면 기존에 있던 인스턴스가 비어지게 됩니다.예를들어서 Polygon p1 = (3, [{0,0}, {2,0} , {0,4}]) 요런식으로 만들고 getInfo()를 하면 생각한대로 '<0,0> <2,0> <4,0>' 잘 나오는데,Polygon p2 = Polygon(p1)을 하고 p1.getInfo()를 하면 '다각형 정보가 없습니다.'가 나오고 p2.getInfo()를 하면 '<0,0> <2,0> <4,0>'가 나옵니다. 여기서 왜 p1의 복사생성자로 p2가 생긴건데 p1은 비어지게 된거죠..?",http://okky.kr/article/818057
(서울) 언리얼 게임개발 과외합니다. (폴가이즈 만들기),"안녕하세요, 저희는 언리얼 엔진 게임 제작 스튜디오 CodeStory 입니다.?언리얼 엔진으로 게임개발 과외를 진행합니다.인기 게임인 ""폴가이즈""를 모작하는 방법으로 구성하였습니다.관심있으신분들은 많은 참여 부탁드립니다.??[강사 소개]?#3n 전직 개발자- 3n 개발사에서 언리얼 엔진 6~7년간 게임개발 참여- 신규 개발 및 출시, 라이브 경험- 다수의 IT 자격증 보유 (OCJP, OCNA 등 보유)??[수업 소개]?언리얼 프로젝트를 생성하고, 맵 제작 방법애니매이션으로 캐릭터 움직이기 등을 학습합니다.?5주차의 수업으로 진행해 나가며, 차근차근 수강해 나가며,수강생들만의 미니게임을 제작할 수 있는 방법을 배워나갈 수 있습니다.?게임개발자 지망생, 게임개발에 관심있으신 분 혹은다른 엔진으로 게임개발을 하시다가 언리얼 엔진에 입문하고 싶으신분들을 대상으로 수업합니다.?기본적인 C++ 사용방법도 강의내용에 포함되어 있어C++ 언어에 익숙하지 않은 분들도 참여하실 수 있습니다.?수업 진행에는 언리얼 엔진 실행이 가능한 노트북이 필요합니다.??[수업 장소 안내]?서울시 구로 디지털단지역 근방 스터디룸다른 장소에서 수업을 원하시면 문의를 주시면 협의할수 있습니다.??[ 커리큘럼 소개 ]* 세부 커리큘럼은 문의시 제공해 드릴 수 있습니다.* 매주 간단한 과제를 통해서, 학습을 보충해 나갈 수 있습니다.?< 1주차 >1. 언리얼 엔진 소개2. 예제 프로젝트를 통해 언리얼 프로젝트 체험하기?< 2주차 >1. 게임 모드 소개2. 캐릭터 클래스 만들기3. 캐릭터 이동하기4. 게임 오브젝트 배치하기?< 3주차 >1. 캐릭터 애니매이션 적용하기2. 장애물 오브젝트 만들기?< 4주차 >1. 3D 좌표계와 Yaw, Pitch, Roll2. 움직이는 오브젝트 만들기3. 충돌된 캐릭터 밀어내기?< 5주차 >1. 레벨 이동하기2. 이펙트 & 사운드 출력하기3. 애님노티파이 사운드4. 미니게임 프로젝트 소개??문의 카카오톡 ID : codestory친구 추가 후 문의부탁드립니다??---------------------------------------------------------------------------------",http://okky.kr/article/818032
맥 사용중이고..vscode에서 C/C++ 초기 설정하는 방법 알려주세요..ㅜㅜ,간단하게 정리되어있는 사이트가 있을까요???자꾸 오류가 뜨고 지금 반 포기 상태입니다...,http://okky.kr/article/817239
구조체를 자료형처럼 사용하면 cout으로 출력하기 힘든가요?,"안녕하세요, 대학 과제를 하는 중 문제가 일어났는데 해결법을 찾을 수 없어 질문드립니다.□꼭짓점 수와 꼭짓점 좌표(꼭짓점 수에 해당되는2차원 좌표의 배열)를 매개변수로 받아 다각형 객체를 생성한다(생성자).※2차원 좌표 구조체struct C2D {double x, y;  // x축 좌표와y축 좌표위의 클래스를 만들고 이를 출력하기 위해 아래와 같이 입력했는데polygon.h#pragma once#include<iostream>#include<cstring>usingnamespacestd;structC2D{doublex,y;};classpolygon{intn;C2D*arr;public:polygon(intd,constC2D*c2d):n{d}{arr=newC2D[d];memcpy(arr,c2d,sizeof(C2D)*n);}~polygon(){delete[]arr;}voidprint()const{cout<<endl;for(inti=0;i<n;i++){cout<<""(""<<arr[i]<<"") "";//  에러 발생 위치}cout<<endl;}};main.cpp#include<iostream>#include""polygon.h""usingnamespacestd;intmain(){C2D c2d[2];c2d[0]={1,2};c2d[1]={3,4};polygonp1(2,c2d);p1.print();return0;}위의 polygon.h 헤더파일의cout << ""("" << arr[i] << "") "";에서""이러한 피연산자와 일치하는 ""<<"" 연산자가 없습니다.""라고 오류가 발생하는 문제가 생겼습니다.연산자 << 가 구조체 C2D를 자료형으로 받아들이지 못해서 일어나는것 같은데 저로서는 해결할 방법이 떠오르지 않습니다.위같은 형태의 구조체를 문제없이 출력할 방법은 없는 걸까요? 혹은 아예 제 코드가 잘못 되어있는건가요?",http://okky.kr/article/815054
C++ 함수 배열 문제,"for ( i = 1; i < NoOfData + 1; i++){intDataA[i] = rand() + 10000;printf(""%d?"", intDataA[i]);printf(""%d?\n"", intDataA[NoOfData-i]);}이런식으로 출력하는 함수를 만들었는데앞에서나오는 출력값이랑 거꾸로 출력값이랑 같을줄 알았는데 0이 왜 뜨는지 궁금합니다",http://okky.kr/article/814683
안녕하세요 3일째 c언어 과제하다가 안돼서 질문 올려봅니다,"임의의 문자들을 연속해서 입력 받았을 때1. 입력한 총문자의 개수,2. 각 영문자(a, b 등)의 개수,3. 영문자가 아닌 문자의 개수를출력하는 프로그램을 작성‘.’가 들어오면 종료_getwche() 함수, 배열, 제어문 등 사용이런문제인데요while(_getwche()!='.'){chk[i]=_getwche();i++;}printf(""입력한 영문의 갯수: %d\n"",i);이렇게 시작했는데 입력을하면 문자를 짝수개 입력하고 '.'를 입력해야지만 출력문으로 넘어갑니다.또 출력문의 값이 정확하게 나오질 않습니다.내일이 과제 마감인데 시작부분에서 몇일째 막히고급한 마음에 커뮤니티를 찾아서 질문해 봅니다.",http://okky.kr/article/814511
C++ 함수 질문,"총 데이터의 개수는 랜덤 함수로 10000이상 수를 결정 하되 double 형의 데이터를 memory에 할당 하는함수에서 S1= d1 / dn , S2 = d2 / d(n-1) .... 이런식으로 값을 출력하는함수#include <stdio.h>#include<stdlib.h>#include<time.h>int main(){int sum = 0;int intData[10000] =? {};int NoOfData = 10;// malloc()함수를 사용해서 메모리를 할당int* M_intData = NULL;M_intData = (int*)malloc(sizeof intData);for (int i = 0; i < NoOfData; i++){intData[i] = rand();printf(""%d \n"", intData[i]);}for (int kk = 0; kk < NoOfData; kk++){printf("" S%d = d%d / d%d \n"", kk+1, kk+1, NoOfData-kk);}int temp;scanf_s(""%d"", &temp);return 0;}이런식으로 짜놓았는데 보면 아예 접근을 하지못한거같은데 ... 도와주시면 감사하겠습니다.",http://okky.kr/article/814320
알고리즘 시간복잡도 관련 질문 드립니다.,"친구 프로젝트를 도와주고 있는데 간단한 줄 알고 하겠다고 했는데 짜면 짤수록 시간복잡도가 극악이라서요.알고리즘 문제만 풀다보니 당연히 되는 문제겠거니 했는데 아예 불가능한 과제인가 싶어서 질문드립니다.A, B, C, D 카테고리에 각 5명의 사람이 배치되어 있고 카테고리에서 한명 씩 뽑아 5개의 조를 편성한다면 완전 탐색 기준 시간 복잡도가 어떻게 될까요? (조는 구분 하지 않습니다.)5^4*4^4*3*4*2*4으로 dfs기준 1초를 예상했으나 결과가 산출되지 않아서요.제 코드에 문제가 있는 것인지 아니면 시간복잡도를 잘못 계산한건지 궁금해서 질문드립니다.",http://okky.kr/article/813752
CMake로 빌드후 프로젝트 실행시 액세스 거부 메시지가 뜹니다 ㅠㅠ,"https://github.com/pngwriter/pngwriter현재 저는 위 사이트의 오픈소스 라이브러리인 png-writer를 이용하려고 시도하였습니다. 그런데 CMake 빌드까지는 아무 문제가 없는데 프로젝트를 디버깅 하려고 하면 액세스가 거부 되었습니다. 메세지가 뜨며 실행이 되질 않고있습니다. ㅠㅠ CMake도 처음이라 2일째 지금 이문제에 시달리고 있습니다. 혹시 CMake 셋팅이 잘못된것일까요? 간절하게 부탁드리겠습니다.. 제발 저 좀 도와주세요ㅜㅜcmake_minimum_required (VERSION 3.7.0)project(PngWriter)include_directories(${LIBS_PATH}/LibPng)include_directories(${LIBS_PATH}/ZLib)include_directories(${LIBS_PATH}/FreeType/include)file(GLOB headers *.h)file(GLOB sources *.cc)add_library (PngWriter SHARED ${headers} ${sources})ADD_SUBDIRECTORY(ZLib)ADD_SUBDIRECTORY(LibPng)ADD_SUBDIRECTORY(FreeType)target_link_libraries(PngWriter LibPng)target_link_libraries(PngWriter FreeType)set(CMAKE_EXE_LINKER_FLAGS ""${CMAKE_EXE_LINKER_FLAGS} /SUBSYSTEM:WINDOWS"")여기까지가 CMakelist.txt 내용입니다.빌드는 문제가 없는데 왜 액세스 거부가 뜨는지 알 수 있을까요??아래는 오류 내용입니다.project는 png-writer인데 all_build에서부터 막히는 현상입니다 ㅠㅠ시작프로젝트를 png-writer로 변경후 실행해도 오류가 뜹니다...ㅠㅠ드디어 해결했습니다..짜릿하네요!",http://okky.kr/article/812630
노트북 화면 꺼짐 방지 프로그램 어떤걸 개선하면 좋을까요?,회사가 노트북 화면꺼짐 시간을 바꾸지 못하게 해서 화면 꺼짐 방지 프로그램을 하나 만들었는데요지금은 처음 실행 시에 5초정도 사용법 보여주고 그냥 실행이 됩니다.혹시 어떤 점을 개선하면 조금 더 좋은 프로젝트가 될 수 있으까요???코드도 살짝 지저분한것 같은데 어떤 점을 개선하면 좋을 지 조언을 부탁드립니다ㅠㅠ레포:https://github.com/Gummybearr/awesome-mouse-mover,http://okky.kr/article/812485
c/c++ 에서 실행파라미터로 파일을 입력받을때 질문드립니다.,실행 파라미터로 예를들어 a.text를 입력 받을 때 어떤 함수를 써야할까요?c /c++ 파일 입출력 도큐먼트 싹 다 뒤져 봤는데 알 수가 없어서어떤 함수를 써야 하는지 여쭤봅니다..,http://okky.kr/article/811996
c++ 문자 찾기 질문드립니다,문자열이 ababab 가 있다 치면a가 있는 인덱스를 찾을려합니다index1은 첫번째 a가 있는 위치인 0을index2는 두번째 a가 있는 위치인 2를index3은 세번째 a가 있는 위치인 3을이렇게 저장할려고하면 어떻게 해야되나요?일일히 다 for문 이용해서 한개씩 찾아야되나요?find함수를 쓰면 첫번째 a가있는 0만 저장이 되네요..,http://okky.kr/article/811749
배열에서 가장 작은원소값을찾는 코드인데 이거 많이 이상한가요?,"원하는값이 잘 출력되는데, 많이 지저분한가요? 컴공1학년 지망생입니다.//배열원소를 인풋값으로 채운후, 가장작은숫자를 찾는 프로그램을 구현해라.#include<iostream>usingnamespacestd;intmain(){constintlength=5;intnumbers[length];intelem;inti;intmin=numbers[0];cout<<""Enter your 5 integer elements ""<<endl;for(i=0;i<length;i++){cin>>elem;numbers[i]=elem;}for(i=0;i<length;i++){if(min>numbers[i]){min=numbers[i];if(i<length){cout<<numbers[i];}//마지막 쉼표를 출력하지못하게하는 조건문if(i!=length-1){cout<<"","";}}}cout<<endl;cout<<""The minimum is ""<<min;return0;}",http://okky.kr/article/810636
현재 c++로 공공 데이터 api를 불러오는 프로그램을 제작하려고 하고 있습니다,그런데 막상 프로젝트를 시작하고 보니 인터넷에 올라와 있는 예제들은 파이썬 혹은 자바밖에 없더라고요.일단 xml 파싱용으로 tinyxml2.h를 다운받긴 했는데 그 다음부터 뭘해야하는지 모르겠습니다.(애초에 데이터를 어떻게 불러오는지 조차도 모르는 제 잘못이 큰거같습니다만 그렇기에 이번 기회에 배워보고싶습니다.)혹시 저를 도와주실 분이 있으실까요참고로 개발환경은 리눅스입니다.(인터넷의 c++ 예제는 다 원도우전용이더라구요),http://okky.kr/article/810543
PS 프로그래밍 언어 질문,"주로 자바를 써와서 자바가 익숙한 상태인데, ?알고리즘 문제풀이를 하려고 보니 대부분 C++로 하시던데 특별히 C++이 좋아서 쓰는 건가요? 그냥 자바로 해도 문제 없나요?",http://okky.kr/article/810419
싱글톤에서..getinstance()->  이 표기 생략 할 수 없을까요,싱글톤에서..EX) CLASS::getinstance()->함수_파라미터? 이 밑 줄친 표기를 생략 할 수 없을까요,http://okky.kr/article/823292
c++ for문 모르겠어요,"1)int i;cout << ""\n a. \n"";for(i = 2; i < 10; i += 3);cout << ""\t"" << i << endl;2)int i;cout << ""\n b. \n"";for(i = 12; i <=2; i -= 3);cout << ""\t"" i << endl;에서 왜 1번 i가 11이고 2번이 12인가요,,?",http://okky.kr/article/823285
c언어 텍스트 파일 입출력 관련해서 질문드려요,"text1 파일에 text2.txt의 주소가 적혀있을 때 text1을 이용해서 text2의 내용을 불러오는 방법을 알려주세요 구글링을 열심히 해봤는데 안나오네요....제가 했던 방법은?fs2 = fopen(fscanf(fs1, ""%s""), ""r+"");fs2가 text2이고 fs1이 text1이었습니다. 이게 안되는 이유도 같이 알려주시면 정말 감사드리겠습니다.",http://okky.kr/article/822125
메모리 할당과 해제에 대한 궁금증,"C++, C#이나 Java 등으로 개발된 프로그램을 서버에 배포하고 프로세스를 올려서비스를 실행하고 운영한다고 가정했을 때,1. 해당 서버(OS)에서 해당 프로세스에 대해 메모리 할당을 어떤 기준으로 얼마나 해줄까요?2. 가비지 컬렉터가 메모리를 해제했을 때 실제로 서버(OS)에서 해당 프로세스에 메모리를 해제하거나 감소 시키나요?만약 그렇다면, 바로 변화되는지도 궁금합니다.메모리 누수의 원인을 찾아보려고 하는데 기초적인 질문일지 모르지만 너무 궁금한 부분이라 질문해 봅니다.",http://okky.kr/article/821424
값 저장에 관한 질문,"#include<iostream>#define MIN(a, b) (((a) < (b)) ? (a) : (b))doublegetMinAvg(){doubleMinavg=100;for(inti=0;i<=N;i++){doublesum=0.0;for(intj=i;j<i+L-1;j++){sum+=board[j];}cache=100.0;for(intj=i+L-1;j<N;j++){sum+=board[j];doublepartialavg=sum/(j-i+1);cache=MIN(cache,partialavg);}Minavg=cache}returnMinavg;}위코드에서 Minavg에는 cache에 저장된 partialavg 값이 저장 되지 않고 100이 돌아오는 이유가 무엇인가요?",http://okky.kr/article/820880
Quad-Node 를 이용하여 스킵리스트 구현,"안녕하세요, 제가 과제를 하고 있는데??QuadNode를 이용하여 스킵리스트를 구현해야 해요.QuadNode 클래스는 previous, next, above, below 네가지 노드의 포인터를 갖고 있어야 하고, Entry의 포인터를 가지고 있어야해요.Entry는 전에 적어 두었던 코드입니다.#include<iostream>#include<string>//headers for the random function#include<cstdlib>#include<ctime>usingnamespacestd;classEntry{public:Entry();//constructorvirtual~Entry();//destructorvoidrandom();//gives random key from 0~99 inclusive, random 3-character stringintgetKey();//returns keystringgetData();//returns datastringtoString();//converts key and data given from random() to stringprivate:intkey;string data;};//function definitionsEntry::Entry(){random();}voidEntry::random(){data="""";//initialize data(empty string)intrandKey;randKey=rand()%100;//random key selected from 0~99key=randKey;string randData="""";//random 3-character string to be returnedfor(inti=0;i<3;i++){//randomly selecting 3 charactersrandData=rand()%26+'a';data=data+randData;}}intEntry::getKey(){returnkey;}string Entry::getData(){returndata;}string Entry::toString(){return""(""+to_string(key)+"", ""+data+"")"";}Entry::~Entry(){}스킵리스트의 개념은 어느정도 이해하겠는데, 구현법을 도저히 모르겠어서 질문 남겨요.QuadNode 클래스는 이렇게 적는 게 맞나요..?#include<string>#include""Entry.h""usingnamespacestd;structQuadNode{//storing 4 pointersQuadNode*prev;QuadNode*next;QuadNode*below;QuadNode*above;Entry*ent;//storing pointer to entry};C/C++ 언어를 전혀 이해 못하고 있는 것 같아서 요즘 고민이 많아요..이 길이 맞는 건지도 모르겠고ㅠㅠ 원래 C/C++는 어려운 언어가 맞는 건가요?지금이라도 다른 과로 옮기는 게 나을지 모르겠어요ㅠㅠㅠ",http://okky.kr/article/820794
C++코드 질문,"3차원 도형을 칠하는 데 필요한 페인트의 양을 계산하는 프로그램을 작성해보자!위 문제를 아래와 같이 작성하였는데 원하는 실행결과가 안나옵니다.함수를 더 추가하지 않고,? getSurfaceArea()함수만을 이용하여 다음과 같은 결과물을 나오게 하려면 어떻게 해야하나요?#include<iostream>#include<string>usingnamespacestd;doublePI=3.14;classShape{private:string name;public:Shape(string name){cout<<name<<endl;}virtualdoublegetSurfaceArea()=0;};classSphere:publicShape{private:doubleradius;public:Sphere(doubler,string n):Shape(n),radius(r){}doublegetSurfaceArea(){return4*radius*radius*PI;}};classCube:publicShape{private:doublewidth;doubleheight;doubledeep;public:Cube(doublew,doubled,doubleh,string n):Shape(n),width(w),deep(d),height(h){}doublegetSurfaceArea(){return2*(width*height+height*deep+width*deep);}};classCylinder:publicShape{private:doubleradius;doubleheight;public:Cylinder(doubler,doubleh,string n):Shape(n),radius(r),height(h){}doublegetSurfaceArea(){returnradius*radius*PI*2+2*PI*radius*height;}};intmain(){Shape*fgr[3]={newSphere(3,""Shpere""),newCube(4,5,6,""Cube""),newCylinder(7,3,""Cylinder"")};for(inti=0;i<3;i++){cout<<fgr[i]->getSurfaceArea()<<endl;}return0;}",http://okky.kr/article/820561
Rust 시작하기,"OKdevTVRusthttps://www.rust-lang.org/installhttps://www.rust-lang.org/tools/installWindows C++ build toolshttps://visualstudio.microsoft.com/visual-cpp-build-tools/Basicrustc --versionmain.rsfn main() {
    println!(""Hello, world!"");
}Build & Runrustc main.rs./mainrefhttps://www.rust-lang.org/learn",http://okky.kr/article/818975
c++ 질문,"#include<stdio.h>#include<stdlib.h>#include<time.h>#include<malloc.h>intmain(){srand((unsigned)time(NULL));intNoOfNum;inta,b=0;intMaxOrder[20],MinOrder[20]={};while(1){NoOfNum=rand();if(NoOfNum>=20&&NoOfNum<=30)break;}printf("" 숫자의 갯수는 %3d 입니다\n\n"",NoOfNum);int*Num=(int*)malloc(NoOfNum*sizeof(int));for(intkk=0;kk<NoOfNum;kk++){while(1){*(Num+kk)=rand();if(*(Num+kk)>=10&&*(Num+kk)<=99){break;}}}printf("" 번호	   원숫자	   내림차순	   올림차순\n"");printf(""------	  --------	  --------	  --------\n"");for(inti=0;i<20;i++){Num[i]=(rand()%90)+10;MaxOrder[i]=Num[i];}for(inti=0;i<NoOfNum;i++){for(intj=i;j<NoOfNum;j++){if(MaxOrder[i]<MaxOrder[j]){a=MaxOrder[i];MaxOrder[i]=MaxOrder[j];MaxOrder[j]=a;}if(MinOrder[i]>MinOrder[j]){b=MinOrder[i];MinOrder[i]=MinOrder[j];MinOrder[j]=b;}}printf(""%d		%d		%d		%d\n"",i+1,Num[i],MaxOrder[i],MinOrder[i]);}inttemp;scanf_s(""%d"",&temp);return0;}이런식으로 코드를 짜놓았는데 Run-Time Check Failure #2 - Stack around the variable 'MinOrder' was corrupted.오류가 뜹니다.. 오류 수정이후 오르차순 내림차순을 하려면 어떻게 코드를 만들어야하나요?...제 생각으로는 그래도 잘 짜놓은거같아서 문의 드립니다..",http://okky.kr/article/818871
